symbol,gene_id,treatment_splicing_P,time_splicing_P,treatment_over_time_splicing_P,flag_treatment_splicing_P05,flag_time_splicing_P05,flag_trt_over_time_splicing_P05
Dsim\l(1)1Bi,FBgn0085902,0.0380875973012,0.41715735284181,0.41384180790023,1,0,0
Dsim\Nup170,FBgn0085905,,,,0,0,0
Dsim\GD24570,FBgn0085907,0.47911791735005,0.83661736484855,0.00904222949869,0,0,1
Dsim\qjt,FBgn0085943,,,,0,0,0
Dsim\CoIV,FBgn0085956,0.9964176840108,0.29178620591984,0.31863462016884,0,0,0
Dsim\CoVIb,FBgn0085957,,,,0,0,0
Dsim\CoVIII,FBgn0085958,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD16494,FBgn0085960,0.18873979058045,0.46692521791817,0.09875899802984,0,0,0
Dsim\Nup133,FBgn0085962,0.17341050240815,0.8985174365179,0.4240601628611,0,0,0
Dsim\CoVIIc,FBgn0085963,0.11329728850031,0.23622878703603,0.05714637734893,0,0,0
Dsim\GD16158,FBgn0085967,0.1158238639543,0.40816530668719,0.51270543533317,0,0,0
Dsim\Nup75,FBgn0085969,0.77058344788107,0.84369108150084,0.69039366688409,0,0,0
Dsim\GD16898,FBgn0085973,0.84091369164117,0.64157399661488,0.73431369784216,0,0,0
Dsim\GD24290,FBgn0085975,0.04487797538866,0.88051141219762,0.88051141219762,1,0,0
Dsim\dor,FBgn0085986,0.26445857566066,0.75488055352946,0.88837318722983,0,0,0
Dsim\GD23460,FBgn0085995,0.59007710731079,0.19337908762412,0.24406419896812,0,0,0
Dsim\Nup153,FBgn0086002,0.07725553585709,0.19731097135775,0.73719926649535,0,0,0
Dsim\GD10033,FBgn0181808,0.98993607080117,0.16184148805356,0.97316103755881,0,0,0
Dsim\GD10035,FBgn0181810,0.02159034712817,0.62268860487529,0.79764295498912,1,0,0
Dsim\GD10036,FBgn0181811,0.4742748341105,0.30637439718151,0.61434553825409,0,0,0
Dsim\GD10037,FBgn0181812,0.11700889869093,0.16077477076956,0.34005202469879,0,0,0
Dsim\GD10039,FBgn0181814,0.26913431151326,0.98614167556261,0.61618397642173,0,0,0
Dsim\GD10040,FBgn0181815,0.04856810481486,0.00323624748017,0.59909438191759,1,1,0
Dsim\GD10041,FBgn0181816,0.96666933195475,0.45156850618384,0.55091731673096,0,0,0
Dsim\GD10043,FBgn0181818,0.10965308373796,0.45912460924931,0.53062551074449,0,0,0
Dsim\GD10044,FBgn0181819,0.9992342397854,0.18726902718563,0.83085970047877,0,0,0
Dsim\GD10046,FBgn0181821,0.61137022515551,0.27517603753903,0.28718314554234,0,0,0
Dsim\GD10047,FBgn0181822,,,,0,0,0
Dsim\GD10048,FBgn0181823,0.81830834202594,0.11396110084167,0.95054843897925,0,0,0
Dsim\GD10050,FBgn0181825,0.51378658922039,0.77167564045277,0.37425552791259,0,0,0
Dsim\GD10052,FBgn0181827,0.99416225870997,0.37636509627685,0.02867708785152,0,0,1
Dsim\GD10053,FBgn0181828,0.79554765824464,0.78597219464506,0.90365041543836,0,0,0
Dsim\GD10054,FBgn0181829,0.0050706254794,0.09834858133092,0.40097312272827,1,0,0
Dsim\GD10055,FBgn0181830,0.04341924684077,0.00793576366956,0.28300105498253,1,1,0
Dsim\GD10057,FBgn0181832,0.91546268908345,0.86313402549899,0.22178866653821,0,0,0
Dsim\GD10058,FBgn0181833,0.00339773717955,0.15038123769174,0.3557473008588,1,0,0
Dsim\GD10059,FBgn0181834,0.12117755110444,0.0190569876987,0.12270163959203,0,1,0
Dsim\GD10064,FBgn0181839,0.78057318477827,0.24241540488801,0.05132207707978,0,0,0
Dsim\GD10067,FBgn0181842,,,,0,0,0
Dsim\GD10068,FBgn0181843,0.3338121566626,0.118604469864,0.8313173351659,0,0,0
Dsim\GD10070,FBgn0181845,0.99848832615122,0.99998883302549,0.99998883302549,0,0,0
Dsim\GD10071,FBgn0181846,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10073,FBgn0181848,0.06133436521481,0.00792696366244,0.0169949278576,0,1,1
Dsim\GD10076,FBgn0181851,0.31264504860531,0.18236863152177,0.67858601073173,0,0,0
Dsim\GD10077,FBgn0181852,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10078,FBgn0181853,0.17496050246916,0.45088238036996,0.48085879697729,0,0,0
Dsim\GD10081,FBgn0181856,0.44919968152656,0.66785816038699,0.71080727630174,0,0,0
Dsim\GD10082,FBgn0181857,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10085,FBgn0181860,0.28198028465697,0.00093833311512,0.38643450530763,0,1,0
Dsim\GD10086,FBgn0181861,0.52725331853109,0.31535413638755,0.68790972960606,0,0,0
Dsim\GD10088,FBgn0181863,0.86894643244438,0.1599531889459,0.82452769817858,0,0,0
Dsim\GD10089,FBgn0181864,0.05856192859213,0.33948829924453,0.99908503292492,0,0,0
Dsim\GD10090,FBgn0181865,0.58777213969382,0.34245433943776,0.04576485648635,0,0,1
Dsim\GD10091,FBgn0181866,0.74370488957571,0.09203931205457,0.61336145535672,0,0,0
Dsim\GD10092,FBgn0181867,0.44317185654582,0.76229639990177,0.0882073402635,0,0,0
Dsim\GD10095,FBgn0181870,0.93996601253063,0.98805635964807,0.57878310522614,0,0,0
Dsim\GD10096,FBgn0181871,0.86966185171321,0.93488069839837,0.98319854649592,0,0,0
Dsim\GD10098,FBgn0181873,,,,0,0,0
Dsim\GD10099,FBgn0181874,0.2621211892475,0.95000048097671,0.9150461619193,0,0,0
Dsim\GD10100,FBgn0181875,0.10742169327612,0.19086339353385,0.4016616936203,0,0,0
Dsim\GD10101,FBgn0181876,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10102,FBgn0181877,0.91207008334449,0.07923454271372,0.3042084799054,0,0,0
Dsim\GD10103,FBgn0181878,,,,0,0,0
Dsim\GD10104,FBgn0181879,0.89364430947111,0.52786702700343,0.03943065224306,0,0,1
Dsim\GD10105,FBgn0181880,0.29463870717807,0.01015670858849,0.61346636783656,0,1,0
Dsim\GD10107,FBgn0181882,0.47782355054178,0.84925495184273,0.50776256835877,0,0,0
Dsim\GD10110,FBgn0181885,0.78316050685773,0.92076318272283,0.74771284505155,0,0,0
Dsim\GD10111,FBgn0181886,0.003197712521,0.84338138633821,0.40850779722112,1,0,0
Dsim\GD10112,FBgn0181887,0.23604311546557,0.26195196994276,0.08549308761875,0,0,0
Dsim\GD10113,FBgn0181888,0.61800864483061,0.42509280714154,0.0161307776445,0,0,1
Dsim\GD10120,FBgn0181895,,,,0,0,0
Dsim\GD10121,FBgn0181896,0.26127647347114,0.12645495933289,0.03570842723105,0,0,1
Dsim\GD10122,FBgn0181897,0.56359778486226,0.66750358426353,0.66750358426353,0,0,0
Dsim\GD10123,FBgn0181898,0.00049098642477,0.03549728399611,0.74656630705267,1,1,0
Dsim\GD10125,FBgn0181900,,,,0,0,0
Dsim\GD10127,FBgn0181902,,,,0,0,0
Dsim\GD10128,FBgn0181903,,,,0,0,0
Dsim\GD10130,FBgn0181905,0.84396218065401,0.00015499619787,0.68551944680892,0,1,0
Dsim\GD10131,FBgn0181906,,,,0,0,0
Dsim\GD10133,FBgn0181908,,,,0,0,0
Dsim\GD10134,FBgn0181909,0.25304887263463,0.53644190386434,0.13234029097212,0,0,0
Dsim\GD10138,FBgn0181913,0.33240912834267,0.83328492945397,0.99999343882326,0,0,0
Dsim\GD10140,FBgn0181915,0.28600888969259,0.32732234302803,0.44187956085518,0,0,0
Dsim\GD10144,FBgn0181919,0.1248361547198,0.50284215379816,0.50284215379815,0,0,0
Dsim\GD10148,FBgn0181923,0.23697614139384,0.81354799586902,0.00623623433191,0,0,1
Dsim\GD10149,FBgn0181924,0.00189174251502,0.02860109814868,0.04306925964693,1,1,1
Dsim\GD10152,FBgn0181927,,,,0,0,0
Dsim\GD10154,FBgn0181929,0.60139642779243,0.38625984688704,0.6554935039679,0,0,0
Dsim\GD10155,FBgn0181930,0.38442895046592,0.00559530859336,0.37966498334443,0,1,0
Dsim\GD10156,FBgn0181931,0.34270308416133,0.73618006931551,0.72344011015098,0,0,0
Dsim\GD10157,FBgn0181932,0.00253013597697,0.21294863863238,0.07839545171498,1,0,0
Dsim\Mal-A1,FBgn0181944,0.69631659115302,0.24901734066659,0.47516590551017,0,0,0
Dsim\GD10172,FBgn0181947,0.83448981718967,0.98312587951199,0.13022981401978,0,0,0
Dsim\GD10177,FBgn0181952,,,,0,0,0
Dsim\GD10178,FBgn0181953,0.53555885210353,0.97953954784999,0.16016219778007,0,0,0
Dsim\GD10179,FBgn0181954,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10183,FBgn0181958,0.52586290854546,0.95989586147156,0.14955240273567,0,0,0
Dsim\Obp44a,FBgn0181960,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10187,FBgn0181962,,,,0,0,0
Dsim\GD10188,FBgn0181963,,,,0,0,0
Dsim\GD10190,FBgn0181965,0.16245176608974,0.7729029842622,0.18285961415689,0,0,0
Dsim\GD10194,FBgn0181969,0.99411625849485,0.48948761847972,0.75181420247631,0,0,0
Dsim\GD10197,FBgn0181972,0.46560770243443,0.18955468818996,0.08085209740833,0,0,0
Dsim\GD10198,FBgn0181973,0.57664808114709,0.12350774378684,0.0202970527607,0,0,1
Dsim\GD10200,FBgn0181975,,,,0,0,0
Dsim\GD10202,FBgn0181977,0.92000325705593,0.83058918726901,0.51009643287708,0,0,0
Dsim\GD10203,FBgn0181978,0.59613058625282,0.08788244428272,0.63151810847638,0,0,0
Dsim\GD10204,FBgn0181979,0.16090314547526,0.76248218011236,0.41031471274138,0,0,0
Dsim\GD10208,FBgn0181983,0.34579349468843,0.24176896213363,0.88482358096234,0,0,0
Dsim\GD10209,FBgn0181984,,,,0,0,0
Dsim\GD10210,FBgn0181985,0.62402286976508,0.94377293502355,0.88575756533684,0,0,0
Dsim\GD10211,FBgn0181986,0.17275494493252,0.00186701176107,0.53672049260281,0,1,0
Dsim\GD10212,FBgn0181987,0.66500537059881,0.78769231273839,0.57132483450844,0,0,0
Dsim\GD10213,FBgn0181988,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10214,FBgn0181989,,,,0,0,0
Dsim\GD10215,FBgn0181990,0.91641924729323,0.4617915229327,0.90931228452102,0,0,0
Dsim\GD10216,FBgn0181991,0.01922516170099,0.77140784711526,0.97171124652747,1,0,0
Dsim\GD10217,FBgn0181992,0.96889962595234,0.03894090062088,0.19218819660759,0,1,0
Dsim\GD10219,FBgn0181994,,,,0,0,0
Dsim\GD10222,FBgn0181997,0.03559749026721,0.98989443711243,0.68315459606617,1,0,0
Dsim\GD10224,FBgn0181999,0.92937698716721,0.63655142460834,0.79365360908771,0,0,0
Dsim\GD10228,FBgn0182003,0.38498196631792,0.9083549128516,0.61704060054392,0,0,0
Dsim\GD10230,FBgn0182005,0.11953810829358,0.51171714511755,0.8758025254911,0,0,0
Dsim\GD10233,FBgn0182008,,,,0,0,0
Dsim\GD10235,FBgn0182010,0.59840843259742,0.90300252904388,0.26295323499082,0,0,0
Dsim\GD10236,FBgn0182011,,,,0,0,0
Dsim\GD10237,FBgn0182012,0.31295819502211,0.87264692780005,0.71552190804023,0,0,0
Dsim\GD10238,FBgn0182013,0.95490708555797,0.59541956130849,0.25504864092108,0,0,0
Dsim\GD10239,FBgn0182014,0.05158282010638,0.53787289328128,0.41952947219375,0,0,0
Dsim\GD10240,FBgn0182015,0.93816280556751,0.98253310779725,0.93274174820974,0,0,0
Dsim\GD10242,FBgn0182017,2.0596520963865E-16,0.06621460389115,0.86459564178062,1,0,0
Dsim\GD10244,FBgn0182019,0.92255472272435,0.10778574516365,0.16179037818398,0,0,0
Dsim\GD10245,FBgn0182020,0.93123607848992,0.17836488715087,0.56765907909539,0,0,0
Dsim\GD10246,FBgn0182021,0.05624293701305,0.94835241351332,0.00926440355778,0,0,1
Dsim\GD10250,FBgn0182025,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10252,FBgn0182027,0.97938826672527,0.19564604906511,0.99887082599746,0,0,0
Dsim\GD10253,FBgn0182028,0.77089520682962,0.18416432784875,0.54967289034224,0,0,0
Dsim\GD10254,FBgn0182029,0.98287012049208,0.21359087884993,0.27527987154047,0,0,0
Dsim\GD10256,FBgn0182031,0.99135714475474,0.05949941689478,0.13405464981188,0,0,0
Dsim\GD10257,FBgn0182032,0.07207675510594,0.15193930786971,0.06336269897013,0,0,0
Dsim\GD10262,FBgn0182036,0.06467808883346,0.94406304536963,0.80044786798331,0,0,0
Dsim\GD10263,FBgn0182037,0.28241219736976,0.62570130108908,0.13058060237054,0,0,0
Dsim\GD10264,FBgn0182038,,,,0,0,0
Dsim\GD10265,FBgn0182039,0.08903083359809,0.51323123885226,0.99115443276451,0,0,0
Dsim\GD10266,FBgn0182040,0.9970831879333,0.58175866787836,0.99974821455695,0,0,0
Dsim\GD10267,FBgn0182041,0.24797824677241,0.48639335209696,0.59773421517677,0,0,0
Dsim\GD10270,FBgn0182043,0.77974817684948,0.51565847166096,0.18665281915622,0,0,0
Dsim\GD10271,FBgn0182044,0.0193214870582,0.02819998565928,0.26293442845273,1,1,0
Dsim\GD10273,FBgn0182046,0.54736864607031,0.02145061249454,0.08408854770889,0,1,0
Dsim\GD10274,FBgn0182047,0.34841013799056,0.78156354763263,0.25105195046439,0,0,0
Dsim\GD10277,FBgn0182050,0.83528023586739,0.11390950266767,0.6968791360761,0,0,0
Dsim\GD10280,FBgn0182053,0.22341577548838,0.11679445757123,0.08173166529975,0,0,0
Dsim\GD10282,FBgn0182055,0.90834846104197,0.86644132144225,0.00003187320716,0,0,1
Dsim\GD10283,FBgn0182056,0.71508803768597,0.3515600352645,0.91415848170294,0,0,0
Dsim\GD10285,FBgn0182058,,,,0,0,0
Dsim\GD10286,FBgn0182059,0.03942863372349,0.18303503637062,0.08432529123329,1,0,0
Dsim\GD10288,FBgn0182061,0.21861146433928,0.0065999402052,0.04997191539525,0,1,1
Dsim\GD10289,FBgn0182062,0.11603120605395,0.94171563901641,0.2290081616359,0,0,0
Dsim\GD10290,FBgn0182063,0.39902430195067,0.44058046887597,0.93613701447118,0,0,0
Dsim\GD10292,FBgn0182065,0.5731819355078,0.83654753182192,0.7958360583731,0,0,0
Dsim\GD10294,FBgn0182067,0.56722711686129,0.45630955397145,0.68055676519754,0,0,0
Dsim\GD10295,FBgn0182068,0.16984894823248,0.0016454573649,0.96881318522625,0,1,0
Dsim\GD10297,FBgn0182070,0.03415089671399,0.00003730360217,0.41887766150798,1,1,0
Dsim\GD10298,FBgn0182071,0.23168948506823,0.90356927912963,0.12745345837279,0,0,0
Dsim\GD10302,FBgn0182074,0.9564851968348,0.8578687672206,0.51665605625567,0,0,0
Dsim\GD10303,FBgn0182075,,,,0,0,0
Dsim\GD10304,FBgn0182076,0.89877512950336,0.16283309393241,0.95290395423012,0,0,0
Dsim\GD10307,FBgn0182079,0.36533152838045,0.97538774750609,0.52566422944777,0,0,0
Dsim\GD10310,FBgn0182082,0.13368517309054,0.54276818823312,0.73114333031026,0,0,0
Dsim\GD10311,FBgn0182083,0.91862749278042,0.4001726392124,0.21984504903309,0,0,0
Dsim\GD10312,FBgn0182084,0.1817508781318,0.16390819676958,0.07118601939741,0,0,0
Dsim\GD10313,FBgn0182085,0.9823668393434,0.08087127247576,0.69252729226023,0,0,0
Dsim\GD10315,FBgn0182087,0.23635054647421,0.60012314135898,0.64631603241052,0,0,0
Dsim\GD10316,FBgn0182088,0.62819314356307,0.27178359913164,0.66329227973629,0,0,0
Dsim\GD10317,FBgn0182089,,,,0,0,0
Dsim\GD10319,FBgn0182091,0.5314642565307,0.64907156587057,0.97116250674486,0,0,0
Dsim\GD10320,FBgn0182092,0.20307568990903,0.1282872805518,0.73980780601132,0,0,0
Dsim\GD10321,FBgn0182093,0.95511201914571,0.91289933054403,0.23906272052407,0,0,0
Dsim\GD10326,FBgn0182098,0.93712764140692,0.16998572289677,0.49651559098624,0,0,0
Dsim\GD10328,FBgn0182100,0.05631068112854,0.31948801640131,0.11427591093074,0,0,0
Dsim\GD10329,FBgn0182101,0.51236965353082,0.00004226037969,0.01518048827066,0,1,1
Dsim\GD10331,FBgn0182103,0.69109395684583,0.05417726120362,0.54981120324167,0,0,0
Dsim\GD10332,FBgn0182104,0.46812016298722,0.45093697127897,0.94334005060473,0,0,0
Dsim\GD10333,FBgn0182105,0.33580404699947,0.9747347631782,0.6293667969896,0,0,0
Dsim\GD10334,FBgn0182106,0.9820976138135,0.45410565845195,0.74585585745219,0,0,0
Dsim\GD10335,FBgn0182107,0.45863739870865,0.02988119855527,0.55563704087775,0,1,0
Dsim\GD10336,FBgn0182108,0.68494833846358,0.59439313043455,0.00612326595922,0,0,1
Dsim\GD10337,FBgn0182109,0.00024870035342,0.17762739966076,0.50540675690813,1,0,0
Dsim\GD10339,FBgn0182111,0.68849826799059,0.02341849458539,0.96245083787483,0,1,0
Dsim\GD10341,FBgn0182113,0.82510950596165,0.13003153826184,0.75370629669145,0,0,0
Dsim\GD10342,FBgn0182114,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10344,FBgn0182116,0.84527712357809,0.56652649767244,0.767821702319,0,0,0
Dsim\GD10345,FBgn0182117,,,,0,0,0
Dsim\GD10346,FBgn0182118,0.25062503082672,0.01706065455388,9.8874613669669E-7,0,1,1
Dsim\GD10347,FBgn0182119,,,,0,0,0
Dsim\GD10348,FBgn0182120,0.20825847679104,0.00174014328832,0.67204911770741,0,1,0
Dsim\GD10349,FBgn0182121,0.01853128973442,0.33000347720099,0.39523631758437,1,0,0
Dsim\GD10350,FBgn0182122,0.69033264453033,0.28470664359583,0.81629778657761,0,0,0
Dsim\GD10352,FBgn0182124,0.31106401415332,0.75590096980148,0.90494619929621,0,0,0
Dsim\GD10353,FBgn0182125,0.03581356412273,0.61734068504731,0.72117243497085,1,0,0
Dsim\GD10354,FBgn0182126,0.18740888147668,0.28845836240473,0.80476042262515,0,0,0
Dsim\GD10355,FBgn0182127,0.1872654858918,0.9100607410157,0.90374708750577,0,0,0
Dsim\GD10356,FBgn0182128,0.97853681368864,0.21376510913596,0.63534338025406,0,0,0
Dsim\GD10360,FBgn0182132,0.47715721326068,0.8619182465051,0.0676302330824,0,0,0
Dsim\GD10363,FBgn0182135,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10364,FBgn0182136,,,,0,0,0
Dsim\GD10370,FBgn0182142,,,,0,0,0
Dsim\GD10373,FBgn0182145,0.65036072561346,0.47583350756366,0.00737576585153,0,0,1
Dsim\GD10375,FBgn0182147,0.18362513569928,0.40987883214876,0.37525857355883,0,0,0
Dsim\GD10376,FBgn0182148,0.00028290703608,0.9847512983681,0.26020277501656,1,0,0
Dsim\GD10379,FBgn0182151,0.57830993943438,0.00080361081971,0.66634792133978,0,1,0
Dsim\GD10380,FBgn0182152,0.30836265077529,0.52446735308482,0.5400133869958,0,0,0
Dsim\GD10381,FBgn0182153,,,,0,0,0
Dsim\GD10382,FBgn0182154,0.08644619252611,0.93030895787306,0.98554418341095,0,0,0
Dsim\GD10383,FBgn0182155,,,,0,0,0
Dsim\GD10384,FBgn0182156,,,,0,0,0
Dsim\GD10385,FBgn0182157,0.78002456705114,0.80495406240647,0.69101885185701,0,0,0
Dsim\GD10387,FBgn0182159,0.42662282892569,0.94268122103546,0.42003302523067,0,0,0
Dsim\GD10390,FBgn0182162,0.99427751766691,0.33431200161472,0.26847079309744,0,0,0
Dsim\GD10391,FBgn0182163,0.5392383006305,0.49012626092979,0.24305532015806,0,0,0
Dsim\GD10392,FBgn0182164,0.54435430407373,0.5495645265131,0.37309624992348,0,0,0
Dsim\GD10394,FBgn0182166,,,,0,0,0
Dsim\GD10395,FBgn0182167,0.05875313161244,0.1453496666027,0.13440091102883,0,0,0
Dsim\GD10397,FBgn0182169,0.40622695954403,0.18179942076882,0.82239696107542,0,0,0
Dsim\GD10398,FBgn0182170,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10401,FBgn0182172,0.94018617930586,1.6423916304012E-6,0.7511000552436,0,1,0
Dsim\GD10402,FBgn0182173,,,,0,0,0
Dsim\GD10403,FBgn0182174,0.05725372504333,0.68509182053984,0.99885353242952,0,0,0
Dsim\GD10404,FBgn0182175,0.19064979311644,0.64249882100969,0.96148023573677,0,0,0
Dsim\GD10410,FBgn0182181,0.78658353078817,0.31160297334141,0.19691134680925,0,0,0
Dsim\GD10411,FBgn0182182,0.98944364473303,0.7933927976292,0.08825627258157,0,0,0
Dsim\GD10412,FBgn0182183,0.05667743616932,0.76796422107292,0.94674741757472,0,0,0
Dsim\GD10413,FBgn0182184,0.13749423049106,0.72865137951996,0.36579402299198,0,0,0
Dsim\GD10414,FBgn0182185,,,,0,0,0
Dsim\GD10415,FBgn0182186,0.3345540229373,0.29069094409736,0.52616395161239,0,0,0
Dsim\GD10416,FBgn0182187,0.4305812601696,0.61710959006643,0.01770983183463,0,0,1
Dsim\GD10417,FBgn0182188,0.06276684289152,0.04636420569849,0.82679770435162,0,1,0
Dsim\GD10418,FBgn0182189,0.92421553445314,0.61809824031047,0.92430943366558,0,0,0
Dsim\GD10419,FBgn0182190,0.83742406640119,0.66893567135825,0.27426679479784,0,0,0
Dsim\GD10420,FBgn0182191,0.76609417694273,0.10130802554071,0.64920356887211,0,0,0
Dsim\GD10421,FBgn0182192,0.01251486808688,0.39144232151744,0.07168280586352,1,0,0
Dsim\GD10422,FBgn0182193,0.26171583208513,0.13771049409221,0.33101919685926,0,0,0
Dsim\GD10423,FBgn0182194,0.30289232246367,0.61067091342649,0.01901839860632,0,0,1
Dsim\GD10425,FBgn0182196,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10426,FBgn0182197,0.00046081639423,0.83067112074727,0.20629936174288,1,0,0
Dsim\GD10429,FBgn0182200,0.21309488212121,0.26969096730586,0.42641799780805,0,0,0
Dsim\GD10430,FBgn0182201,0.38182960916143,0.45280022936901,0.02101969564078,0,0,1
Dsim\GD10432,FBgn0182203,0.31772189608183,0.09076187967546,0.44887162324656,0,0,0
Dsim\GD10433,FBgn0182204,0.89939355619825,0.68726544318495,0.55635619784336,0,0,0
Dsim\GD10434,FBgn0182205,0.06280713236257,0.21785734435388,0.43511900302735,0,0,0
Dsim\GD10435,FBgn0182206,0.77812847224228,0.68248656753727,0.9714672330424,0,0,0
Dsim\GD10436,FBgn0182207,,,,0,0,0
Dsim\GD10437,FBgn0182208,0.07859706560116,0.61175828844536,0.80338114479384,0,0,0
Dsim\GD10439,FBgn0182210,0.92796303537824,0.39266305837397,0.0796765885065,0,0,0
Dsim\GD10440,FBgn0182211,,,,0,0,0
Dsim\GD10441,FBgn0182212,0.02042674338398,0.30005398885041,0.18301975046385,1,0,0
Dsim\GD10444,FBgn0182215,0.84957691845912,0.94420687388562,0.94420687388562,0,0,0
Dsim\GD10445,FBgn0182216,0.55011576774776,0.28173000960051,0.17460959364626,0,0,0
Dsim\GD10446,FBgn0182217,0.37454866337987,0.31503420684565,0.65310347800428,0,0,0
Dsim\GD10447,FBgn0182218,0.3600271498882,0.01265258610807,0.10502086090396,0,1,0
Dsim\GD10448,FBgn0182219,0.22038804076352,0.20392524517716,0.27943023373405,0,0,0
Dsim\GD10450,FBgn0182221,0.5633188365776,0.65380012933307,0.19133735170955,0,0,0
Dsim\GD10451,FBgn0182222,0.30095243936253,0.90786835969591,0.61488462969156,0,0,0
Dsim\GD10452,FBgn0182223,0.94516343802133,0.5319989855548,0.86028766734563,0,0,0
Dsim\GD10456,FBgn0182227,0.08174328842114,0.0329916379536,0.29852742504391,0,1,0
Dsim\GD10458,FBgn0182229,0.42480419754003,0.11790929321538,0.29699444353028,0,0,0
Dsim\GD10459,FBgn0182230,,,,0,0,0
Dsim\GD10467,FBgn0182238,0.47645974097208,0.86159033443303,0.18607075767457,0,0,0
Dsim\GD10469,FBgn0182240,0.81851388716333,0.33898570516527,0.62634186722571,0,0,0
Dsim\GD10471,FBgn0182242,0.00794626256225,0.88006758628144,0.52820440053087,1,0,0
Dsim\GD10477,FBgn0182248,0.0764421667981,0.22448787943612,0.14787599606752,0,0,0
Dsim\GD10479,FBgn0182250,,,,0,0,0
Dsim\GD10480,FBgn0182251,,,,0,0,0
Dsim\GD10481,FBgn0182252,0.83390890533357,0.09123453242085,0.03835416110398,0,0,1
Dsim\GD10483,FBgn0182254,,,,0,0,0
Dsim\GD10485,FBgn0182256,0.00029544771519,0.19803801091176,0.38124207887752,1,0,0
Dsim\GD10486,FBgn0182257,0.38408073863393,0.89148346708062,0.01247139910286,0,0,1
Dsim\GD10488,FBgn0182259,,,,0,0,0
Dsim\GD10491,FBgn0182262,0.57264734177369,0.77639843159498,0.04673955622611,0,0,1
Dsim\GD10492,FBgn0182263,0.99987768355453,0.9349184089331,0.38691109781889,0,0,0
Dsim\GD10494,FBgn0182265,0.93790572355685,0.90485427158428,0.2037946872178,0,0,0
Dsim\GD10495,FBgn0182266,,,,0,0,0
Dsim\GD10497,FBgn0182268,0.00691944175878,0.17984319459617,0.01727042825818,1,0,1
Dsim\GD10498,FBgn0182269,0.18214358580069,0.14069351903227,0.06145974477497,0,0,0
Dsim\GD10499,FBgn0182270,0.48126899519939,0.69797639788353,0.07985192741168,0,0,0
Dsim\GD10500,FBgn0182271,0.98684304545929,0.90528760421273,0.36128231299561,0,0,0
Dsim\GD10501,FBgn0182272,0.22769311051363,0.39080264917316,0.00100958920019,0,0,1
Dsim\GD10503,FBgn0182274,0.02549193886963,0.76105032146662,0.17978759406062,1,0,0
Dsim\GD10504,FBgn0182275,0.58782705455251,0.0275658885818,0.01451583774112,0,1,1
Dsim\GD10505,FBgn0182276,0.00368342769336,0.20824206392418,0.77827184091519,1,0,0
Dsim\GD10508,FBgn0182279,0.46724618712659,0.51502829070142,0.15053411246619,0,0,0
Dsim\GD10511,FBgn0182282,0.56359778486226,0.66750358426355,0.66750358426355,0,0,0
Dsim\GD10512,FBgn0182283,,,,0,0,0
Dsim\GD10513,FBgn0182284,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10514,FBgn0182285,0.32903257291153,0.37369967781616,0.37369967781616,0,0,0
Dsim\GD10515,FBgn0182286,0.17387650934403,0.05071871782941,0.57773155701684,0,0,0
Dsim\GD10516,FBgn0182287,0.48029106327728,0.00830132331669,0.24683073068306,0,1,0
Dsim\GD10519,FBgn0182290,0.18910663532851,0.27602191906836,0.90207500116409,0,0,0
Dsim\GD10522,FBgn0182293,,,,0,0,0
Dsim\GD10527,FBgn0182298,0.06818978752647,0.04199877572195,0.87323654770397,0,1,0
Dsim\GD10528,FBgn0182299,0.23745249753895,0.2877179074429,0.78935292974202,0,0,0
Dsim\GD10529,FBgn0182300,,,,0,0,0
Dsim\GD10530,FBgn0182301,0.22200967615994,0.87569797310684,0.32032775102461,0,0,0
Dsim\GD10533,FBgn0182304,0.43459831084517,0.54285334694398,0.00108994527075,0,0,1
Dsim\GD10534,FBgn0182305,,,,0,0,0
Dsim\GD10537,FBgn0182308,0.87161699090423,0.3524935324123,0.61219820106831,0,0,0
